Product_Category,Price,Quantity,Payment_Method,Delivery_Time_Days,Customer_Rating,Discount_Applied,gender,age_category,size,Purchase
Παπούτσια,41.11,3,PayPal,6,5,8,Men,Children,S,1
Παπούτσια,25.35,1,Αντικαταβολή,7,1,26,Men,Children,S,1
Μπλούζα,87.09,2,PayPal,6,4,24,Women,Children,XL,1
Παντελόνι,77.51,1,Κάρτα,5,4,24,Men,Youth,XL,1
Μπουφάν,61.91,0,PayPal,8,4,26,Men,Children,L,0
Παπούτσια,93.02,2,Αντικαταβολή,5,4,9,Neutral,Youth,L,1
Μπουφάν,65.41,5,PayPal,5,5,29,Neutral,Adult,L,1
Μπουφάν,46.56,3,Κάρτα,8,1,3,Women,Children,S,1
Παπούτσια,57.45,2,Κάρτα,7,4,20,Women,Children,M,1
Αξεσουάρ,77.22,3,Αντικαταβολή,3,5,29,Men,Adult,XL,1
Φόρεμα,32.39,0,PayPal,6,3,32,Neutral,Adult,S,0
Παντελόνι,26.54,3,Αντικαταβολή,6,2,42,Women,Children,S,1
Παντελόνι,58.12,0,PayPal,7,4,25,Women,Adult,L,0
Αξεσουάρ,38.26,2,Κάρτα,8,5,1,Women,Youth,L,1
Μπλούζα,4.8,0,Αντικαταβολή,5,2,22,Women,Youth,S,0
Αξεσουάρ,25.14,2,Κάρτα,4,2,30,Women,Children,XL,1
Μπλούζα,43.77,2,PayPal,9,4,3,Women,Youth,XL,1
Μπλούζα,50.96,5,Κάρτα,5,3,46,Men,Youth,S,1
Αξεσουάρ,51.56,1,PayPal,3,4,19,Neutral,Children,M,1
Παντελόνι,90.1,3,Αντικαταβολή,7,5,24,Neutral,Adult,M,1
Φόρεμα,45.85,0,PayPal,8,3,44,Women,Children,XL,0
Παντελόνι,55.56,0,PayPal,9,5,0,Neutral,Youth,L,0
Παντελόνι,17.48,2,Αντικαταβολή,4,4,1,Neutral,Children,M,1
Παντελόνι,49.38,4,Αντικαταβολή,6,5,5,Neutral,Children,M,1
Αξεσουάρ,56.68,0,Κάρτα,3,5,6,Women,Youth,L,0
Αξεσουάρ,22.49,0,PayPal,3,4,3,Women,Youth,M,0
Αξεσουάρ,31.32,1,PayPal,9,4,17,Neutral,Children,S,1
Παντελόνι,59.78,2,Κάρτα,7,5,40,Neutral,Youth,M,1
Φόρεμα,39.07,2,PayPal,4,3,42,Women,Youth,L,1
Μπλούζα,47.95,0,PayPal,5,3,4,Men,Youth,S,0
Μπουφάν,60.82,1,Αντικαταβολή,5,5,24,Neutral,Youth,M,1
Μπλούζα,90.74,3,Αντικαταβολή,2,4,0,Men,Youth,XL,1
Μπλούζα,45.56,2,Αντικαταβολή,4,1,33,Neutral,Youth,S,1
Μπουφάν,85.38,4,Κάρτα,5,5,2,Men,Adult,S,1
Παντελόνι,10.82,1,Αντικαταβολή,3,4,16,Men,Children,XL,1
Φόρεμα,52.97,3,Κάρτα,7,3,31,Men,Youth,XL,1
Φόρεμα,43.32,1,Αντικαταβολή,5,1,23,Women,Children,M,1
Μπλούζα,39.35,3,PayPal,7,3,1,Men,Adult,M,1
Μπουφάν,63.16,1,PayPal,9,5,0,Men,Youth,L,1
Παπούτσια,45.71,1,Αντικαταβολή,9,5,33,Men,Children,L,1
Παντελόνι,9.5,1,Αντικαταβολή,5,3,7,Neutral,Youth,S,1
Μπλούζα,18.23,3,Κάρτα,7,5,44,Men,Youth,XL,1
Φόρεμα,64.44,2,PayPal,3,4,45,Neutral,Youth,XL,1
Αξεσουάρ,17.26,2,Αντικαταβολή,4,5,43,Men,Youth,L,1
Αξεσουάρ,64.98,2,Αντικαταβολή,2,3,8,Men,Youth,S,1
Μπουφάν,52.5,1,PayPal,7,4,27,Women,Youth,S,1
Μπουφάν,46.59,4,Αντικαταβολή,5,3,18,Neutral,Youth,L,1
Μπλούζα,48.37,4,PayPal,7,2,19,Men,Adult,L,1
Παπούτσια,60.3,0,Αντικαταβολή,7,2,6,Neutral,Adult,L,0
Φόρεμα,26.45,2,PayPal,5,3,41,Neutral,Youth,M,1
Μπλούζα,50.85,2,Κάρτα,8,5,34,Women,Youth,S,1
Παπούτσια,27.21,4,Αντικαταβολή,5,5,18,Women,Adult,S,1
Μπουφάν,53.27,4,Αντικαταβολή,4,5,16,Women,Adult,S,1
Αξεσουάρ,62.93,1,Αντικαταβολή,3,3,39,Women,Adult,L,1
Παντελόνι,53.32,3,Κάρτα,9,4,17,Women,Youth,L,1
Αξεσουάρ,62.17,2,Αντικαταβολή,3,4,6,Women,Children,L,1
Φόρεμα,36.0,3,Αντικαταβολή,9,4,26,Women,Children,L,1
Φόρεμα,48.76,0,PayPal,3,1,38,Women,Children,XL,0
Αξεσουάρ,45.24,2,Αντικαταβολή,3,4,29,Men,Children,L,1
Αξεσουάρ,43.93,2,Αντικαταβολή,3,2,22,Neutral,Youth,M,1
Παπούτσια,33.99,4,PayPal,9,5,19,Women,Children,XL,1
Μπλούζα,41.36,0,Κάρτα,8,5,22,Women,Adult,XL,0
Μπουφάν,27.75,3,Κάρτα,3,4,25,Neutral,Adult,L,1
Παπούτσια,16.12,6,PayPal,5,4,47,Men,Children,S,1
Παντελόνι,35.99,1,Κάρτα,5,3,46,Neutral,Adult,L,1
Αξεσουάρ,62.52,3,Κάρτα,3,3,13,Neutral,Youth,S,1
Παντελόνι,54.68,1,Αντικαταβολή,3,3,47,Women,Children,L,1
Παντελόνι,24.87,3,Αντικαταβολή,4,5,30,Neutral,Children,L,1
Παπούτσια,41.88,1,Αντικαταβολή,7,3,26,Neutral,Youth,S,1
Μπουφάν,63.85,3,Κάρτα,4,4,8,Women,Adult,S,1
Φόρεμα,41.03,2,Αντικαταβολή,6,3,22,Women,Youth,S,1
Μπλούζα,21.64,4,Κάρτα,5,3,9,Women,Youth,S,1
Φόρεμα,95.15,2,Αντικαταβολή,8,3,46,Women,Adult,M,1
Μπουφάν,46.66,2,Κάρτα,3,4,22,Neutral,Youth,S,1
Φόρεμα,26.73,1,PayPal,8,4,9,Neutral,Adult,L,1
Αξεσουάρ,53.43,0,PayPal,7,5,1,Men,Adult,L,0
Αξεσουάρ,48.29,1,Αντικαταβολή,8,3,36,Men,Youth,M,1
Παπούτσια,19.17,3,Κάρτα,5,1,39,Neutral,Adult,S,1
Παντελόνι,51.87,1,PayPal,8,5,37,Men,Youth,L,1
Μπουφάν,69.67,3,PayPal,6,2,37,Neutral,Adult,M,1
Μπουφάν,45.34,2,Αντικαταβολή,9,3,0,Men,Children,L,1
Φόρεμα,8.8,2,Αντικαταβολή,4,3,47,Women,Adult,M,1
Παπούτσια,56.84,3,Κάρτα,6,5,17,Men,Adult,M,1
Φόρεμα,62.06,3,PayPal,2,4,34,Women,Youth,XL,1
Φόρεμα,38.27,3,Κάρτα,8,3,6,Women,Adult,XL,1
Μπουφάν,38.42,0,Κάρτα,9,4,43,Women,Children,S,0
Φόρεμα,95.16,1,Αντικαταβολή,4,5,41,Women,Children,XL,1
Παντελόνι,36.84,0,Κάρτα,9,4,21,Men,Adult,M,0
Φόρεμα,27.56,2,Κάρτα,5,3,24,Neutral,Adult,L,1
Παντελόνι,50.5,1,PayPal,4,5,41,Women,Children,L,1
Μπουφάν,61.5,5,Κάρτα,6,4,22,Men,Youth,S,1
Παπούτσια,60.65,3,PayPal,9,2,8,Women,Children,XL,1
Αξεσουάρ,0.64,2,PayPal,3,5,26,Men,Children,S,1
Παντελόνι,36.79,2,Κάρτα,7,4,10,Men,Adult,M,1
Παπούτσια,73.06,1,Κάρτα,6,5,26,Men,Adult,XL,1
Παπούτσια,56.53,1,PayPal,6,3,39,Neutral,Children,S,1
Παντελόνι,25.28,1,Κάρτα,8,3,27,Men,Youth,L,1
Μπουφάν,74.85,0,PayPal,9,4,17,Men,Children,L,0
Μπλούζα,69.3,3,Κάρτα,8,4,35,Neutral,Children,S,1
Παπούτσια,44.07,5,PayPal,3,4,33,Neutral,Youth,S,1
Παπούτσια,67.59,1,PayPal,7,5,12,Men,Children,S,1
Μπουφάν,90.0,3,Αντικαταβολή,9,4,45,Neutral,Children,M,1
Μπουφάν,28.91,2,Κάρτα,5,5,29,Women,Adult,M,1
Φόρεμα,61.11,2,PayPal,7,3,27,Women,Youth,L,1
Μπουφάν,89.72,0,PayPal,8,5,21,Neutral,Adult,M,0
Παπούτσια,63.06,0,Κάρτα,5,4,23,Neutral,Adult,M,0
Παντελόνι,34.91,1,Κάρτα,4,1,46,Men,Youth,XL,1
Μπλούζα,54.78,3,Κάρτα,9,3,29,Neutral,Youth,M,1
Φόρεμα,77.4,3,Αντικαταβολή,6,1,44,Men,Children,XL,1
Παντελόνι,29.68,2,Κάρτα,4,4,37,Women,Adult,M,1
Μπλούζα,49.4,2,Αντικαταβολή,3,3,19,Neutral,Youth,L,1
Μπλούζα,45.13,1,Κάρτα,2,5,5,Men,Adult,S,1
Μπλούζα,37.37,3,Αντικαταβολή,8,5,32,Men,Adult,L,1
Αξεσουάρ,54.83,2,Κάρτα,5,5,46,Women,Youth,M,1
Παντελόνι,47.99,1,Αντικαταβολή,3,4,37,Neutral,Children,S,1
Φόρεμα,62.87,1,PayPal,5,5,14,Women,Adult,S,1
Φόρεμα,72.82,2,Αντικαταβολή,4,3,14,Men,Youth,S,1
Μπλούζα,24.54,5,Αντικαταβολή,2,4,31,Men,Children,XL,1
Παντελόνι,51.35,2,PayPal,8,4,13,Neutral,Adult,L,1
Αξεσουάρ,48.94,2,Κάρτα,7,3,41,Men,Youth,XL,1
Μπλούζα,54.07,2,PayPal,6,2,7,Neutral,Adult,S,1
Μπουφάν,49.69,5,PayPal,7,4,35,Women,Youth,L,1
Φόρεμα,30.39,0,PayPal,5,2,21,Neutral,Youth,L,0
Παπούτσια,79.09,1,Αντικαταβολή,6,5,37,Neutral,Adult,M,1
Μπλούζα,87.62,1,PayPal,8,5,19,Men,Adult,XL,1
Μπουφάν,60.94,0,Κάρτα,9,3,23,Men,Youth,XL,0
Φόρεμα,61.96,3,Αντικαταβολή,9,4,20,Neutral,Children,M,1
Αξεσουάρ,52.62,1,Αντικαταβολή,4,5,27,Men,Adult,XL,1
Παντελόνι,69.38,3,PayPal,5,3,48,Men,Youth,S,1
Φόρεμα,1.14,1,Αντικαταβολή,7,5,22,Men,Youth,S,1
Παντελόνι,49.92,2,Κάρτα,4,5,23,Neutral,Children,XL,1
Παντελόνι,38.55,1,Αντικαταβολή,9,2,38,Men,Children,M,1
Αξεσουάρ,52.92,5,PayPal,6,1,43,Neutral,Children,L,1
Αξεσουάρ,71.85,1,PayPal,4,5,22,Men,Adult,XL,1
Μπλούζα,50.38,5,PayPal,8,5,3,Women,Youth,L,1
Μπλούζα,42.79,0,Αντικαταβολή,9,4,45,Men,Youth,M,0
Φόρεμα,21.93,2,PayPal,8,2,3,Men,Youth,L,1
Αξεσουάρ,47.81,1,Αντικαταβολή,8,4,29,Neutral,Children,M,1
Μπουφάν,63.45,2,PayPal,8,3,47,Neutral,Youth,M,1
Φόρεμα,33.18,1,PayPal,8,5,27,Men,Adult,S,1
Παπούτσια,9.93,2,PayPal,4,5,30,Women,Children,S,1
Παντελόνι,95.48,2,Κάρτα,4,4,32,Men,Children,M,1
Παντελόνι,56.7,1,Κάρτα,3,3,49,Men,Children,XL,1
Μπλούζα,45.57,2,PayPal,9,5,18,Women,Children,S,1
Μπουφάν,77.82,5,PayPal,3,3,9,Neutral,Adult,M,1
Αξεσουάρ,52.83,6,Αντικαταβολή,5,1,24,Men,Youth,L,1
Αξεσουάρ,76.64,2,Αντικαταβολή,4,4,36,Neutral,Adult,L,1
Μπλούζα,74.93,3,Κάρτα,9,4,12,Neutral,Youth,XL,1
Παπούτσια,24.51,2,Αντικαταβολή,7,5,5,Women,Adult,L,1
Φόρεμα,59.2,4,Αντικαταβολή,9,5,29,Women,Children,L,1
Φόρεμα,84.51,4,Αντικαταβολή,4,4,22,Neutral,Children,M,1
Μπουφάν,30.03,2,Αντικαταβολή,8,4,35,Men,Adult,L,1
Μπλούζα,30.27,1,Κάρτα,4,4,15,Neutral,Adult,L,1
Μπλούζα,33.66,2,Κάρτα,3,3,7,Men,Youth,L,1
Παπούτσια,67.81,2,Αντικαταβολή,6,5,15,Men,Adult,L,1
Φόρεμα,55.69,1,Αντικαταβολή,4,4,10,Women,Adult,M,1
Μπλούζα,11.28,4,Κάρτα,8,5,0,Men,Youth,L,1
Αξεσουάρ,56.82,2,PayPal,9,5,21,Men,Youth,XL,1
Μπουφάν,44.96,0,Αντικαταβολή,2,3,17,Neutral,Youth,S,0
Φόρεμα,47.75,3,PayPal,5,3,35,Women,Adult,XL,1
Παπούτσια,33.26,1,Αντικαταβολή,3,4,10,Men,Youth,S,1
Μπουφάν,56.97,4,Κάρτα,6,3,19,Men,Children,XL,1
Παντελόνι,71.01,2,Αντικαταβολή,8,4,9,Women,Children,S,1
Αξεσουάρ,37.16,4,PayPal,2,3,47,Neutral,Children,S,1
Παπούτσια,16.35,5,Κάρτα,4,5,9,Women,Adult,S,1
Μπουφάν,43.94,2,Αντικαταβολή,7,2,36,Women,Children,S,1
Μπλούζα,65.13,0,Αντικαταβολή,9,5,49,Men,Adult,M,0
Παντελόνι,41.58,4,Κάρτα,7,1,21,Men,Adult,XL,1
Παπούτσια,20.05,1,Αντικαταβολή,3,4,10,Neutral,Children,S,1
Μπλούζα,65.26,3,Κάρτα,4,3,34,Men,Youth,XL,1
Αξεσουάρ,78.31,3,Αντικαταβολή,5,4,8,Men,Adult,L,1
Παντελόνι,50.4,1,Κάρτα,3,4,14,Women,Children,S,1
Φόρεμα,17.88,4,Αντικαταβολή,2,4,18,Men,Adult,XL,1
Μπλούζα,43.64,3,Κάρτα,7,4,36,Neutral,Youth,M,1
Μπουφάν,53.03,1,Κάρτα,8,4,5,Women,Youth,XL,1
Παπούτσια,33.81,1,Αντικαταβολή,6,5,35,Neutral,Children,S,1
Παντελόνι,61.67,4,Κάρτα,6,5,43,Women,Adult,L,1
Μπλούζα,31.85,0,Αντικαταβολή,5,5,4,Men,Adult,XL,0
Φόρεμα,50.51,2,Αντικαταβολή,6,2,2,Women,Adult,L,1
Παπούτσια,45.43,1,Αντικαταβολή,6,5,9,Women,Adult,M,1
Παπούτσια,62.32,1,Κάρτα,8,5,12,Men,Children,XL,1
Μπλούζα,49.71,3,Αντικαταβολή,5,5,3,Men,Youth,XL,1
Φόρεμα,46.07,4,Κάρτα,7,4,39,Neutral,Children,M,1
Αξεσουάρ,33.94,1,PayPal,2,3,32,Neutral,Adult,M,1
Αξεσουάρ,50.7,2,PayPal,3,5,33,Men,Adult,M,1
Παντελόνι,44.8,0,PayPal,7,5,35,Men,Youth,S,0
Μπλούζα,32.59,2,Αντικαταβολή,3,5,32,Men,Adult,S,1
Παντελόνι,53.19,2,Κάρτα,5,4,20,Women,Children,XL,1
Αξεσουάρ,57.28,3,Αντικαταβολή,7,3,38,Women,Children,XL,1
Παπούτσια,43.23,1,Κάρτα,4,4,4,Women,Youth,XL,1
Παντελόνι,68.63,1,PayPal,5,5,44,Men,Children,L,1
Φόρεμα,55.28,2,PayPal,5,1,12,Neutral,Children,M,1
Μπουφάν,24.32,0,PayPal,5,4,39,Men,Children,XL,0
Αξεσουάρ,76.75,1,Αντικαταβολή,5,5,16,Women,Children,M,1
Αξεσουάρ,65.34,5,Αντικαταβολή,6,3,9,Women,Adult,S,1
Φόρεμα,70.04,2,Κάρτα,6,2,9,Men,Children,M,1
Παντελόνι,58.01,3,Κάρτα,7,5,1,Men,Youth,L,1
Μπλούζα,3.25,3,PayPal,2,2,37,Women,Youth,L,1
Παπούτσια,71.85,3,Αντικαταβολή,5,4,20,Women,Children,M,1
Μπουφάν,51.22,2,Αντικαταβολή,3,5,0,Women,Youth,L,1
Μπλούζα,57.06,3,Κάρτα,4,5,29,Men,Children,L,1
Μπλούζα,60.81,2,Κάρτα,6,5,17,Women,Youth,S,1
Φόρεμα,88.73,2,Αντικαταβολή,9,4,34,Women,Youth,XL,1
Παντελόνι,39.08,3,Αντικαταβολή,3,4,38,Neutral,Children,L,1
Αξεσουάρ,39.59,0,Κάρτα,6,5,47,Men,Children,XL,0
Αξεσουάρ,32.98,0,Αντικαταβολή,9,4,21,Neutral,Adult,M,0
Φόρεμα,28.6,3,Αντικαταβολή,7,4,2,Neutral,Children,M,1
Παντελόνι,28.97,1,PayPal,2,4,5,Women,Children,L,1
Φόρεμα,12.96,2,Αντικαταβολή,4,4,35,Men,Adult,M,1
Αξεσουάρ,58.53,2,Αντικαταβολή,6,4,15,Women,Children,S,1
Μπλούζα,89.76,4,Αντικαταβολή,9,4,2,Men,Children,L,1
Παπούτσια,91.03,2,Κάρτα,9,3,35,Neutral,Adult,L,1
Παντελόνι,32.95,1,PayPal,4,5,10,Men,Children,L,1
Μπουφάν,44.56,1,Κάρτα,4,3,16,Women,Children,M,1
Μπουφάν,74.67,0,PayPal,7,3,18,Women,Adult,M,0
Μπλούζα,58.65,0,PayPal,3,4,7,Women,Adult,L,0
Φόρεμα,52.69,0,Αντικαταβολή,9,4,13,Men,Youth,XL,0
Φόρεμα,44.87,1,PayPal,6,5,25,Neutral,Children,M,1
Αξεσουάρ,73.57,0,PayPal,4,5,47,Neutral,Youth,M,0
Μπλούζα,28.54,2,Αντικαταβολή,7,5,24,Men,Youth,L,1
Αξεσουάρ,59.62,1,Αντικαταβολή,9,5,47,Women,Adult,XL,1
Αξεσουάρ,56.9,2,PayPal,5,5,9,Neutral,Children,L,1
Μπουφάν,50.87,4,Κάρτα,9,3,31,Women,Children,M,1
Αξεσουάρ,65.75,1,PayPal,8,4,14,Men,Adult,L,1
Αξεσουάρ,50.67,3,Κάρτα,4,4,3,Women,Youth,L,1
Μπουφάν,39.31,2,Κάρτα,4,4,27,Neutral,Adult,L,1
Φόρεμα,51.85,4,PayPal,6,5,3,Neutral,Children,XL,1
Παντελόνι,18.16,4,Κάρτα,8,4,12,Women,Adult,L,1
Παπούτσια,62.25,4,PayPal,5,4,11,Men,Children,M,1
Αξεσουάρ,67.36,2,Κάρτα,4,4,14,Women,Youth,L,1
Παντελόνι,36.87,3,Κάρτα,6,3,28,Men,Children,XL,1
Μπουφάν,32.11,2,PayPal,6,4,22,Women,Youth,S,1
Παντελόνι,37.6,0,Αντικαταβολή,9,5,12,Neutral,Youth,XL,0
Παπούτσια,48.74,2,Αντικαταβολή,7,4,37,Men,Children,L,1
Παντελόνι,54.32,2,PayPal,8,5,45,Men,Children,S,1
Παντελόνι,82.31,4,PayPal,4,5,34,Men,Youth,L,1
Παντελόνι,79.78,3,Αντικαταβολή,2,4,39,Neutral,Adult,XL,1
Παντελόνι,66.63,0,Αντικαταβολή,2,3,11,Women,Children,S,0
Μπλούζα,52.43,1,Κάρτα,3,5,29,Neutral,Youth,S,1
Αξεσουάρ,31.46,2,Κάρτα,2,5,45,Men,Youth,L,1
Μπουφάν,83.59,3,Κάρτα,2,4,4,Women,Adult,L,1
Παπούτσια,45.05,3,Αντικαταβολή,6,3,1,Neutral,Children,XL,1
Μπουφάν,55.63,2,PayPal,6,4,41,Men,Youth,L,1
Μπλούζα,62.55,1,Κάρτα,7,3,29,Men,Adult,S,1
Μπλούζα,51.23,1,PayPal,8,5,34,Neutral,Youth,M,1
Μπλούζα,73.02,2,Αντικαταβολή,4,4,9,Neutral,Children,M,1
Αξεσουάρ,59.11,3,Κάρτα,8,3,8,Neutral,Adult,XL,1
Μπλούζα,69.77,1,Αντικαταβολή,8,3,16,Men,Youth,L,1
Παντελόνι,58.95,1,PayPal,4,5,37,Neutral,Adult,XL,1
Μπουφάν,49.24,0,Κάρτα,9,5,29,Men,Children,M,0
Φόρεμα,51.48,2,PayPal,9,4,40,Neutral,Adult,M,1
Παπούτσια,48.76,5,PayPal,6,4,34,Men,Children,L,1
Μπλούζα,24.31,1,Κάρτα,9,4,6,Men,Youth,S,1
Μπουφάν,29.98,2,Κάρτα,4,4,11,Women,Children,L,1
Μπλούζα,64.81,1,Αντικαταβολή,6,5,49,Neutral,Youth,M,1
Αξεσουάρ,24.81,1,Κάρτα,8,4,41,Neutral,Youth,S,1
Μπλούζα,41.92,1,Κάρτα,8,1,33,Men,Children,XL,1
Μπλούζα,29.0,2,Κάρτα,2,3,48,Men,Youth,M,1
Μπλούζα,40.85,2,Κάρτα,4,2,2,Men,Adult,XL,1
Μπλούζα,46.89,1,Κάρτα,9,4,32,Women,Youth,S,1
Παπούτσια,41.88,0,Αντικαταβολή,2,4,39,Women,Children,XL,0
Μπουφάν,21.43,0,PayPal,3,1,12,Men,Adult,M,0
Αξεσουάρ,46.29,4,Αντικαταβολή,7,5,10,Neutral,Adult,L,1
Μπλούζα,30.82,3,PayPal,7,4,39,Neutral,Youth,XL,1
Μπλούζα,37.27,3,Κάρτα,8,3,19,Women,Youth,M,1
Μπλούζα,64.81,2,Αντικαταβολή,8,3,30,Women,Children,M,1
Μπλούζα,69.11,1,PayPal,4,4,32,Men,Adult,S,1
Παντελόνι,23.78,3,PayPal,8,3,33,Neutral,Children,M,1
Παντελόνι,81.37,2,Κάρτα,6,1,49,Men,Youth,L,1
Φόρεμα,39.8,2,Κάρτα,7,1,49,Women,Adult,L,1
Μπλούζα,37.98,3,PayPal,9,4,8,Neutral,Children,XL,1
Φόρεμα,32.17,2,Αντικαταβολή,6,2,6,Neutral,Children,XL,1
Παπούτσια,51.12,0,PayPal,7,1,8,Women,Children,XL,0
Φόρεμα,89.63,3,Αντικαταβολή,3,5,41,Men,Children,XL,1
Μπουφάν,19.21,3,Αντικαταβολή,6,3,25,Men,Children,L,1
Παντελόνι,8.86,2,PayPal,2,4,1,Neutral,Adult,S,1
Παντελόνι,55.37,4,Αντικαταβολή,6,3,4,Women,Children,XL,1
Μπλούζα,61.39,0,PayPal,9,1,48,Neutral,Adult,S,0
Μπλούζα,51.05,2,PayPal,3,5,1,Women,Children,M,1
Παπούτσια,61.92,2,Κάρτα,5,2,9,Men,Youth,M,1
Αξεσουάρ,27.37,2,PayPal,9,1,30,Women,Youth,XL,1
Παπούτσια,31.1,3,PayPal,9,4,32,Men,Children,M,1
Μπουφάν,52.48,0,Κάρτα,5,1,43,Women,Youth,S,0
Μπλούζα,85.16,0,Κάρτα,9,4,46,Neutral,Adult,S,0
Μπλούζα,61.21,0,Αντικαταβολή,2,3,5,Men,Children,M,0
Παπούτσια,62.14,2,Αντικαταβολή,5,3,13,Neutral,Adult,XL,1
Παπούτσια,28.53,1,Κάρτα,8,1,13,Neutral,Children,S,1
Παπούτσια,58.45,1,Κάρτα,6,5,14,Men,Youth,S,1
Παντελόνι,26.36,2,Κάρτα,3,4,32,Men,Adult,L,1
Φόρεμα,85.36,5,PayPal,7,4,30,Neutral,Youth,XL,1
Φόρεμα,29.76,4,PayPal,2,5,16,Neutral,Youth,L,1
Μπλούζα,34.07,3,PayPal,5,5,42,Neutral,Children,M,1
Παντελόνι,20.54,1,Κάρτα,6,4,14,Neutral,Adult,M,1
Παπούτσια,51.72,1,Αντικαταβολή,7,5,19,Men,Youth,L,1
Μπλούζα,50.88,1,Αντικαταβολή,7,4,47,Men,Children,XL,1
Παντελόνι,80.26,3,PayPal,6,4,20,Neutral,Children,S,1
Μπουφάν,65.53,1,PayPal,4,5,28,Women,Children,M,1
Αξεσουάρ,34.18,0,Κάρτα,4,5,8,Women,Youth,XL,0
Παντελόνι,67.47,5,Κάρτα,8,2,28,Men,Children,XL,1
Μπλούζα,25.13,1,Αντικαταβολή,3,4,43,Neutral,Adult,M,1
Φόρεμα,35.63,2,Αντικαταβολή,8,5,33,Neutral,Adult,M,1
Παπούτσια,52.37,1,Κάρτα,8,2,46,Men,Youth,XL,1
Αξεσουάρ,27.36,0,Αντικαταβολή,2,5,8,Women,Adult,S,0
Μπουφάν,71.29,0,Αντικαταβολή,5,4,47,Women,Children,L,0
Αξεσουάρ,95.59,0,PayPal,5,4,29,Women,Youth,M,0
Αξεσουάρ,44.11,2,Κάρτα,6,3,16,Men,Children,L,1
Παντελόνι,36.97,2,Κάρτα,5,3,3,Women,Youth,XL,1
Μπλούζα,47.41,2,Κάρτα,8,2,39,Men,Youth,L,1
Μπλούζα,38.85,2,PayPal,3,3,31,Men,Children,S,1
Αξεσουάρ,55.23,1,Κάρτα,4,4,31,Neutral,Adult,XL,1
Παπούτσια,23.55,3,Αντικαταβολή,6,5,6,Women,Adult,S,1
Μπλούζα,56.37,2,PayPal,9,4,37,Men,Youth,XL,1
Αξεσουάρ,88.24,4,PayPal,2,3,31,Women,Children,S,1
Μπλούζα,9.96,3,Κάρτα,6,1,4,Women,Children,XL,1
Παπούτσια,26.63,1,Αντικαταβολή,8,4,41,Neutral,Youth,S,1
Μπουφάν,41.1,1,Κάρτα,5,4,2,Women,Adult,XL,1
Αξεσουάρ,60.84,2,Αντικαταβολή,3,5,19,Neutral,Children,S,1
Φόρεμα,67.81,3,Κάρτα,8,5,16,Men,Adult,XL,1
Φόρεμα,66.2,3,Αντικαταβολή,2,5,15,Women,Adult,S,1
Αξεσουάρ,16.17,2,Αντικαταβολή,6,1,10,Men,Youth,M,1
Παντελόνι,36.51,0,Αντικαταβολή,5,5,12,Women,Youth,L,0
Μπουφάν,31.99,1,PayPal,6,3,17,Men,Adult,XL,1
Παντελόνι,48.7,3,Κάρτα,2,4,13,Women,Children,S,1
Φόρεμα,50.37,4,Κάρτα,8,4,33,Women,Children,M,1
Παπούτσια,22.62,2,Κάρτα,5,4,11,Women,Youth,XL,1
Αξεσουάρ,41.21,4,PayPal,4,2,21,Women,Adult,XL,1
Μπλούζα,61.61,3,Αντικαταβολή,7,4,20,Women,Children,XL,1
Φόρεμα,37.43,1,PayPal,2,1,25,Women,Children,L,1
Μπουφάν,46.0,2,PayPal,4,1,41,Women,Youth,S,1
Φόρεμα,83.94,3,Αντικαταβολή,4,5,38,Women,Adult,S,1
Μπουφάν,89.8,2,Κάρτα,5,5,1,Women,Children,XL,1
Μπουφάν,6.77,2,PayPal,6,5,49,Men,Youth,XL,1
Αξεσουάρ,52.28,2,Αντικαταβολή,8,4,48,Neutral,Children,XL,1
Μπουφάν,108.34,1,Αντικαταβολή,6,2,15,Women,Children,M,1
Παντελόνι,59.58,3,Κάρτα,3,1,33,Neutral,Children,XL,1
Παπούτσια,50.37,4,Αντικαταβολή,2,3,10,Women,Youth,L,1
Φόρεμα,76.25,1,Αντικαταβολή,2,5,18,Women,Adult,S,1
Παπούτσια,54.36,1,Αντικαταβολή,8,4,29,Men,Youth,L,1
Μπλούζα,64.18,1,Κάρτα,9,5,6,Men,Adult,XL,1
Φόρεμα,45.79,2,Κάρτα,5,5,26,Neutral,Children,M,1
Παπούτσια,54.07,3,Αντικαταβολή,5,4,21,Men,Adult,XL,1
Παπούτσια,58.53,2,Αντικαταβολή,3,5,16,Men,Children,XL,1
Αξεσουάρ,67.31,4,Κάρτα,3,3,14,Neutral,Children,XL,1
Αξεσουάρ,41.37,2,Κάρτα,4,4,8,Men,Youth,XL,1
Μπλούζα,40.82,1,Κάρτα,9,5,11,Women,Children,XL,1
Μπουφάν,11.45,4,PayPal,7,4,7,Neutral,Youth,S,1
Φόρεμα,42.26,1,Κάρτα,9,3,1,Neutral,Adult,L,1
Αξεσουάρ,69.06,2,Αντικαταβολή,9,3,48,Women,Adult,M,1
Φόρεμα,59.26,5,Κάρτα,3,5,47,Men,Children,XL,1
Μπλούζα,30.06,0,Αντικαταβολή,9,1,15,Neutral,Youth,M,0
Αξεσουάρ,11.92,2,Αντικαταβολή,6,5,2,Neutral,Children,S,1
Αξεσουάρ,47.15,2,Αντικαταβολή,4,1,47,Women,Youth,L,1
Μπουφάν,68.48,1,Κάρτα,7,4,30,Women,Youth,XL,1
Φόρεμα,40.42,4,Κάρτα,3,4,42,Men,Youth,S,1
